property_id,bank_property_id,property_type,city,address,price,lot_area_sqm,floor_area_sqm,listed_on,listing_url
P000875,10828000002447,Residential - Condominium,Marikina City,"Unit 729, 7th Flr, Marquinton Residences Condominuim , Cordova Tower , Sumulong Highway corner Toyota Ave, Brgy.Sto.Niño, Marikina City, Metro Manila",5780000,0,68,Metrobank,https://www.metrobank.com.ph/assets-for-sale/properties/details?id=10828000002447
P000876,10828000002445,Commercial - Condominium - Parking Slot,Makati City,"Parking Slot No. 29, Basement 2, No.252, Sen.Gil Puyat Avenue, Burgundy Corporate Tower, Makati City, Metro Manila",878000,0,13,Metrobank,https://www.metrobank.com.ph/assets-for-sale/properties/details?id=10828000002445
P000877,10828000002444,Commercial - Condominium - Parking Slot,Makati City,"Parking Slot No. 52, Basement 1, No.252, Sen.Gil Puyat Avenue, Burgundy Corporate Tower, Makati City, Metro Manila",878000,0,13,Metrobank,https://www.metrobank.com.ph/assets-for-sale/properties/details?id=10828000002444
P000878,10828000002443,Commercial - Condominium - Parking Slot,Makati City,"Parking Slot No. 30, Basement 1, No.252, Sen.Gil Puyat Avenue, Burgundy Corporate Tower, Makati City, Metro Manila",878000,0,13,Metrobank,https://www.metrobank.com.ph/assets-for-sale/properties/details?id=10828000002443
P000879,10828000002440,Residential - With Improvement,Imus,"Lot 29, Blk. 7, Japan Street, Camella Barcelona Phase 4, Brgy.Buhay na Tubig, Imus, Cavite",1803000,50,53,Metrobank,https://www.metrobank.com.ph/assets-for-sale/properties/details?id=10828000002440
P000880,10828000002434,Residential - With Improvement,Quezon City,"Lot 11, Unit 11, Rockville Subdivision, Barangay Bagbag, Novaliches District, Quezon City, Metro Manila",5640000,54,157,Metrobank,https://www.metrobank.com.ph/assets-for-sale/properties/details?id=10828000002434
P000881,10828000002433,Residential - With Improvement,Quezon City,"Lot 12, Unit 12, Rockville Subdivision, Barangay Bagbag, Novaliches District, Quezon City, Metro Manila",6630000,85,157,Metrobank,https://www.metrobank.com.ph/assets-for-sale/properties/details?id=10828000002433
P000882,10828000002428,Residential - With Improvement,Pavia,"Lot 27, Blk. 10, Monticello Villas, Brgy. Balabag, Pavia, Iloilo",1135000,45,40,Metrobank,https://www.metrobank.com.ph/assets-for-sale/properties/details?id=10828000002428
P000883,10828000002421,Residential - With Improvement,Angeles City,"Lot 10, Blk. 4, No. 4-10 Rosas St., Palmera Homes Subd., Sto. Domingo, Angeles City, Pampanga",3617000,110,205,Metrobank,https://www.metrobank.com.ph/assets-for-sale/properties/details?id=10828000002421
P000884,10828000002405,Residential - Vacant Lot,Antipolo City,"Lot 1, Don Celso Tuazon Ave., Valley Golf Subd., Brgy. Mayamot, Antipolo City, Rizal",11710000,1722,0,Metrobank,https://www.metrobank.com.ph/assets-for-sale/properties/details?id=10828000002405
P000885,10828000002400,Residential - Condominium,Marikina City,"Unit 1005-B, 10F (Penthouse), Marquinton Residences Condominium, Barcelona Tower, Brgy. Sto. Niño, Marikina City, Metro Manila",2430000,0,30,Metrobank,https://www.metrobank.com.ph/assets-for-sale/properties/details?id=10828000002400
P000886,10828000002393,Commercial - Condominium,Makati City,"Unit K, 19F, Burgundy Corporate Tower, No. 252 Sen. Gil Puyat Ave., Makati City, Metro Manila",5452000,0,68,Metrobank,https://www.metrobank.com.ph/assets-for-sale/properties/details?id=10828000002393
P000887,10828000002392,Commercial - Condominium,Makati City,"Unit IJ-03, 18F, Burgundy Corporate Tower, No. 252 Sen. Gil Puyat Ave., Makati City, Metro Manila",3784000,0,47,Metrobank,https://www.metrobank.com.ph/assets-for-sale/properties/details?id=10828000002392
P000888,10828000002391,Commercial - Condominium,Makati City,"Unit IJ-02, 18F, Burgundy Corporate Tower, No. 252 Sen. Gil Puyat Ave., Makati City, Metro Manila",4094000,0,51,Metrobank,https://www.metrobank.com.ph/assets-for-sale/properties/details?id=10828000002391
P000889,10828000002378,Residential - With Improvement,Calamba City,"Lot 1, Blk. 6, Road Lot 3 cor. Road Lot 2, Calamba Heights VII, Brgy. Real, Calamba City, Laguna",2041000,38,60,Metrobank,https://www.metrobank.com.ph/assets-for-sale/properties/details?id=10828000002378
P000890,10828000002369,Residential - Condominium,Quezon City,"Unit12A, 12thFloor, One Manhattan Parkview Condominium Tower1, Gen.Romulo cor Gen. Roxas Avenues, Araneta Center, Cubao District, Quezon City, Metro Manila",8442000,0,63,Metrobank,https://www.metrobank.com.ph/assets-for-sale/properties/details?id=10828000002369
P000891,10828000002356,Residential - With Improvement,General Trias,"Lot 72, Blk. 12, Ville de Palma Subd., Brgy. Santiago, General Trias, Cavite",1070000,40,35,Metrobank,https://www.metrobank.com.ph/assets-for-sale/properties/details?id=10828000002356
P000892,10828000002353,Residential - With Improvement,Binangonan,"Lot 4, Blk. 25, St. Monique Valais Subdivision, Phase IV, Brgy. Darangan, Binangonan, Rizal",994000,66,63,Metrobank,https://www.metrobank.com.ph/assets-for-sale/properties/details?id=10828000002353
P000893,10828000002352,Residential - With Improvement,Binangonan,"Lot 1, Blk. 28, St. Monique Valais Subdivision, Phase IV, Brgy. Darangan, Binangonan, Rizal",1996000,153,95,Metrobank,https://www.metrobank.com.ph/assets-for-sale/properties/details?id=10828000002352
P000894,10828000002351,Residential - With Improvement - Bundle,Binangonan,"Lot 2, Blk. 28, St. Monique Valais Subdivision, Phase IV, Brgy. Darangan, Binangonan, Rizal",1356000,66,95,Metrobank,https://www.metrobank.com.ph/assets-for-sale/properties/details?id=10828000002351
P000895,10828000002349,Residential - With Improvement,Binangonan,"Lot 12, Blk. 13, St. Monique Valais Subdivision, Phase 1F, Brgy. Pantok, Binangonan, Rizal",854000,60,49,Metrobank,https://www.metrobank.com.ph/assets-for-sale/properties/details?id=10828000002349
P000896,10828000002346,Residential - Vacant Lot,Binangonan,"Lot 17, Blk. 27, St. Monique Valais Subdivision, Phase IV, Brgy. Pantok, Binangonan, Rizal",462000,66,0,Metrobank,https://www.metrobank.com.ph/assets-for-sale/properties/details?id=10828000002346
P000897,10828000002342,Residential - With Improvement,Binangonan,"Lot 14, Blk. 25, St. Monique Valais Subdivision, Phase IV, Brgy. Pantok, Binangonan, Rizal",1356000,66,95,Metrobank,https://www.metrobank.com.ph/assets-for-sale/properties/details?id=10828000002342
P000898,10828000002341,Residential - Vacant Lot,Binangonan,"Lot 7, Blk. 25, St. Monique Valais Subdivision, Phase IV, Brgy. Pantok, Binangonan, Rizal",560000,80,0,Metrobank,https://www.metrobank.com.ph/assets-for-sale/properties/details?id=10828000002341
P000899,10828000002338,Residential - With Improvement,Binangonan,"Lot 5, Blk. 25, St. Monique Valais Subdivision, Phase IV, Brgy. Pantok, Binangonan, Rizal",994000,66,63,Metrobank,https://www.metrobank.com.ph/assets-for-sale/properties/details?id=10828000002338
P000900,10828000002337,Residential - With Improvement,Binangonan,"Lot 3, Blk. 25, St. Monique Valais Subdivision, Phase IV, Brgy. Pantok, Binangonan, Rizal",994000,66,63,Metrobank,https://www.metrobank.com.ph/assets-for-sale/properties/details?id=10828000002337
P000901,10828000002332,Residential - With Improvement,Pavia,"Lot 35, Blk. 3, Monticello Villas-1, Brgy. Balabag, Pavia, Iloilo",1080000,60,40,Metrobank,https://www.metrobank.com.ph/assets-for-sale/properties/details?id=10828000002332
P000902,10828000002331,Residential - With Improvement,Pavia,"Lot 4, Blk. 8, Monticello Villas - 1, Brgy. Balabag, Pavia, Iloilo",1068000,45,40,Metrobank,https://www.metrobank.com.ph/assets-for-sale/properties/details?id=10828000002331
P000903,10828000002324,Residential - Condominium,Quezon City,"Unit D, 7F, Ibiza Tower at Ciculo Verde Phase 1, Brgy. Bagumbayan, Quezon City, Metro Manila",5412000,0,44,Metrobank,https://www.metrobank.com.ph/assets-for-sale/properties/details?id=10828000002324
P000904,10828000002321,Residential - With Improvement,Pavia,"Lot 6, Block 6, Monticello Villas, Phase 1, Barangay Balabag, Pavia, Iloilo",1084000,45,40,Metrobank,https://www.metrobank.com.ph/assets-for-sale/properties/details?id=10828000002321
P000905,10828000002320,Residential - Condominium - Parking Slot,Quezon City,"Parking Slot No, 12, Majorca Residences, Circulo Verde, Phase 1, Brgy. Bagumbayan, Quezon City, Metro Manila",920001.16,0,13,Metrobank,https://www.metrobank.com.ph/assets-for-sale/properties/details?id=10828000002320
P000906,10828000002319,Residential - Condominium,Quezon City,"Unit A, 12F, Majorca Residences, Circulo Verde, Phase 1, Brgy. Bagumbayan, Quezon City, Metro Manila",1.540799884E7,0,107,Metrobank,https://www.metrobank.com.ph/assets-for-sale/properties/details?id=10828000002319
P000907,10828000002317,Residential - With Improvement,Pavia,"Lot 20, Blk. 6, Phase 1, Monticello Villas, Brgy. Balabag, Pavia, Iloilo",1068000,45,40,Metrobank,https://www.metrobank.com.ph/assets-for-sale/properties/details?id=10828000002317
P000908,10828000002311,Residential - With Improvement,Pavia,"Lot 28, Blk. 10, Monticello Villas Phase I, Brgy. Balabag, Pavia, Iloilo",1021000,45,40,Metrobank,https://www.metrobank.com.ph/assets-for-sale/properties/details?id=10828000002311
P000909,10828000002298,Residential - With Improvement,Pavia,"Lot 24, Blk. 05, Monticello Villas, Phase I, Brgy. Balabag, Pavia, Iloilo",1080000,45,40,Metrobank,https://www.metrobank.com.ph/assets-for-sale/properties/details?id=10828000002298
P000910,10828000002290,Residential - With Improvement,Pavia,"Lot 46, Blk. 3, Monticello Villas, Phase 1, Brgy. Balabag, Pavia, Iloilo",1149000,45,40,Metrobank,https://www.metrobank.com.ph/assets-for-sale/properties/details?id=10828000002290
P000911,10828000002289,Residential - With Improvement,Pavia,"Lot 42, Block 2, Monticello Villas, Phase 1, Barangay Balabag, Pavia, Iloilo",1292000,60,40,Metrobank,https://www.metrobank.com.ph/assets-for-sale/properties/details?id=10828000002289
P000912,10828000002283,Residential - Condominium,Quezon City,"Unit 717S, 7F, Cherry Orchard Suites Condominium, Building  2, No. 4 Don Felipe cor. Neptune Sts., Brgy. Tandang Sora, Quezon City, Metro Manila",1694000,0,22,Metrobank,https://www.metrobank.com.ph/assets-for-sale/properties/details?id=10828000002283
P000913,10828000002275,Residential - With Improvement,Silang,"Lot 6, Blk. 15, Mallorca Villas, Brgy. Maguyam, Silang, Cavite",4153000,120,95,Metrobank,https://www.metrobank.com.ph/assets-for-sale/properties/details?id=10828000002275
P000914,10828000002252,Residential - Vacant Lot,San Rafael,"Capijana Village (formerly Buenavista Subdivision), Barangay Capihan, San Rafael, San Rafael, Bulacan",735000,167,0,Metrobank,https://www.metrobank.com.ph/assets-for-sale/properties/details?id=10828000002252
P000915,10828000002251,Residential - Vacant Lot,San Rafael,"Capijana Village (formerly Buenavista Subdivision), Barangay Capihan, San Rafael, San Rafael, Bulacan",718000,163,0,Metrobank,https://www.metrobank.com.ph/assets-for-sale/properties/details?id=10828000002251
P000916,10828000002250,Residential - Vacant Lot,San Rafael,"Capijana Village (formerly Buenavista Subdivision), Barangay Capihan, San Rafael, San Rafael, Bulacan",700000,159,0,Metrobank,https://www.metrobank.com.ph/assets-for-sale/properties/details?id=10828000002250
P000917,10828000002249,Residential - Vacant Lot,San Rafael,"Capijana Village (formerly Buenavista Subdivision), Barangay Capihan, San Rafael, San Rafael, Bulacan",687000,156,0,Metrobank,https://www.metrobank.com.ph/assets-for-sale/properties/details?id=10828000002249
P000918,10828000002226,Residential - Condominium - Parking Slot,Pasay City,"Parking LP-115, Mactan Tower-Bay Garden Condominium, Metropolitan Ave., Metropolitan Park, Roxas Blvd.3562, Pasay City, Metro Manila",990003.84,0,13,Metrobank,https://www.metrobank.com.ph/assets-for-sale/properties/details?id=10828000002226
P000919,10828000002225,Residential - Condominium,Pasay City,"Unit 10C, 10th Floor, Mactan Tower-Bay Garden Condominium, Metropolitan Ave., Metropolitan Park, Roxas Blvd., Pasay City, Metro Manila",9889996.16,0,46,Metrobank,https://www.metrobank.com.ph/assets-for-sale/properties/details?id=10828000002225
P000921,10828000002221,Residential - Vacant Lot,Taytay,"Lot 10-B-2, Melendres Life Homes Subd., Brgy. Dolores, Taytay, Rizal",280000,40,0,Metrobank,https://www.metrobank.com.ph/assets-for-sale/properties/details?id=10828000002221
P000922,10828000002220,Residential - Vacant Lot,Taytay,"Lot 10-D-4, Melendres Life Homes Subd., Brgy. Dolores, Taytay, Rizal",329000,47,0,Metrobank,https://www.metrobank.com.ph/assets-for-sale/properties/details?id=10828000002220
P000923,10828000002219,Residential - Vacant Lot,Taytay,"Lot 10-D-5, Melendres Life Homes Subd., Brgy. Dolores, Taytay, Rizal",294000,42,0,Metrobank,https://www.metrobank.com.ph/assets-for-sale/properties/details?id=10828000002219
P000924,10828000002218,Residential - Vacant Lot,Taytay,"Lot 1-C-2, Melendres Life Homes Subd., Brgy. Dolores, Taytay, Rizal",280000,40,0,Metrobank,https://www.metrobank.com.ph/assets-for-sale/properties/details?id=10828000002218
P000925,10828000002217,Residential - Vacant Lot,Taytay,"Lot 10-C,3, Melendres Life Homes Subd., Brgy. Dolores, Taytay, Rizal",280000,40,0,Metrobank,https://www.metrobank.com.ph/assets-for-sale/properties/details?id=10828000002217
P000926,10828000002216,Residential - Vacant Lot,Taytay,"Lot 10-E-3, Melendres Life Homes Subd., Brgy. Dolores, Taytay, Rizal",364000,52,0,Metrobank,https://www.metrobank.com.ph/assets-for-sale/properties/details?id=10828000002216
P000927,10828000002215,Residential - Vacant Lot,Taytay,"Lot 10-E-2, Melendres Life Homes Subd., Brgy. Dolores, Taytay, Rizal",329000,47,0,Metrobank,https://www.metrobank.com.ph/assets-for-sale/properties/details?id=10828000002215
P000928,10828000002214,Residential - Vacant Lot,Taytay,"Lot 10-E-1, Melendres Life Homes Subd., Brgy. Dolores, Taytay, Rizal",329000,47,0,Metrobank,https://www.metrobank.com.ph/assets-for-sale/properties/details?id=10828000002214
P000930,10828000002210,Residential - Vacant Lot,San Rafael,"Lot 4, Blk. 8, Capijana Village, Brgy. Capihan, San Rafael, Bulacan",870000,150,0,Metrobank,https://www.metrobank.com.ph/assets-for-sale/properties/details?id=10828000002210
P000931,10828000002209,Residential - Vacant Lot,San Rafael,"Lot 3, Blk. 8, Capijana Village, Brgy. Capihan, San Rafael, Bulacan",870000,150,0,Metrobank,https://www.metrobank.com.ph/assets-for-sale/properties/details?id=10828000002209
P000932,10828000002208,Residential - Vacant Lot,San Rafael,"Lot 2, Blk. 8, Capijana Village, Brgy. Capihan, San Rafael, Bulacan",870000,150,0,Metrobank,https://www.metrobank.com.ph/assets-for-sale/properties/details?id=10828000002208
P000933,10828000002207,Residential - Vacant Lot,San Rafael,"Lot 1, Blk. 8, Capijana Village, Brgy. Capihan, San Rafael, Bulacan",894000,149,0,Metrobank,https://www.metrobank.com.ph/assets-for-sale/properties/details?id=10828000002207
P000934,10828000002199,Residential - With Improvement,Pavia,"Lot 28, Blk. 8, Phase 1, Monticello Villas, Brgy. Balabag, Pavia, Iloilo",993000,45,40,Metrobank,https://www.metrobank.com.ph/assets-for-sale/properties/details?id=10828000002199
P000935,10828000002198,Residential - With Improvement,Pavia,"Lot 29, Blk. 7, Monticello Villas, Phase 1, Brgy. Balabag, Pavia, Iloilo",1149000,45,40,Metrobank,https://www.metrobank.com.ph/assets-for-sale/properties/details?id=10828000002198
P000936,10828000002197,Residential - With Improvement,Cainta,"Lot 13, Blk. 4, No. 84 Ortega St., Vista Verde Executive Village, Brgy. San Isidro, Cainta, Rizal",5414000,269,276,Metrobank,https://www.metrobank.com.ph/assets-for-sale/properties/details?id=10828000002197
P000937,10828000002196,Residential - With Improvement - Bundle,Naic,"Lot 19, Blk. 9, Coastal Homes Subd., Brgy. Munting Mapino, Naic, Cavite",603199.67,104,0,Metrobank,https://www.metrobank.com.ph/assets-for-sale/properties/details?id=10828000002196
P000938,10828000002195,Residential - With Improvement,Naic,"Lot 18, Blk. 9, Coastal Homes Subd., Brgy. Munting Mapino, Naic, Cavite",1898800.33,104,142,Metrobank,https://www.metrobank.com.ph/assets-for-sale/properties/details?id=10828000002195
P000939,10828000002171,Residential - With Improvement,Pavia,"Lot 5, Blk. 15, Along Road Lot 15, Monticello Villas I, Brgy. Balabag, Pavia, Iloilo",1119000,45,40,Metrobank,https://www.metrobank.com.ph/assets-for-sale/properties/details?id=10828000002171
